# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 3.670186659058789723e+06, 7.009462586568022289e+02
1.078946722229829815e-11, 3.135534870021550916e+06, 6.299544174370149676e+02
1.135010815672316663e-11, 4.897362636009460315e+06, 1.035048554512104829e+03
1.193988104464273125e-11, 6.305101671751026064e+06, 1.401817808876756317e+03
1.256029963694872804e-11, 5.386691725367838517e+06, 1.259861118764923958e+03
1.321295634186573788e-11, 4.602052081411344931e+06, 1.132278362804038579e+03
1.389952631213352601e-11, 3.931681128846690524e+06, 1.017609501833753029e+03
1.462177174456718478e-11, 5.170464966523113661e+06, 1.407776507239816510e+03
1.538154640303035716e-11, 4.417299696587081067e+06, 1.265209056884495112e+03
1.618080037643067682e-11, 3.773842829971295781e+06, 1.137078942529826691e+03
1.702158508394953640e-11, 3.224100946475635748e+06, 1.021919983907746541e+03
1.790605854035294846e-11, 2.754417738567765802e+06, 9.184163274896493476e+02
1.883649089489798225e-11, 2.353165567340726964e+06, 8.253988932961731280e+02
1.981527025805096908e-11, 2.010344733697193675e+06, 7.417945279408744454e+02
2.084490883097288542e-11, 1.717469227871719049e+06, 6.666591320478502212e+02
2.192804935350449494e-11, 1.467243810793269426e+06, 5.991271852878113577e+02
2.306747188720071646e-11, 1.253475055908042006e+06, 5.384363912431140307e+02
2.426610095082419209e-11, 1.070846534789494006e+06, 4.838915250567747535e+02
2.552701302661247069e-11, 9.148165265673252288e+05, 4.348675092205346573e+02
2.685344445658503549e-11, 1.773830725437601330e+06, 8.870281952512233374e+02
2.824879974915704763e-11, 4.168638312615672592e+06, 2.192915404242088698e+03
2.971666031738025020e-11, 3.561419611726990901e+06, 1.970848971579665204e+03
3.126079367123955679e-11, 3.042655861647014506e+06, 1.771273812919405600e+03
3.288516308759833167e-11, 2.599453254058295395e+06, 1.591906977795477587e+03
3.459393778261224212e-11, 2.220786208289256785e+06, 1.430689464171666032e+03
3.639150361272071167e-11, 2.589490461856270209e+06, 1.754914850724648431e+03
3.828247433168220594e-11, 4.256378219019562006e+06, 3.034486524288517558e+03
4.027170343254586841e-11, 4.892089513724320568e+06, 3.668958787178917191e+03
4.236429660495408969e-11, 4.179503563841086347e+06, 3.297438878942787142e+03
4.456562483975033441e-11, 4.762062524846631102e+06, 3.952309547267660491e+03
4.688133821452655254e-11, 4.068414409852864686e+06, 3.552098852798781536e+03
