# M_f [M_sun], P(M_f) [M_sun^-1]
3.355426787857400234e-25, 1.174717798067022804e+23
3.911652505143758048e-25, 1.070427353810279701e+23
4.560083199063886726e-25, 9.715873225819709401e+22
5.316003595677380045e-25, 8.830016308809463497e+22
6.197232154680015557e-25, 8.007960050109824526e+22
7.224541083875303900e-25, 7.244276839167771961e+22
8.422145979021678346e-25, 6.564996193464756679e+22
9.818276630783892592e-25, 5.976344958937367314e+22
1.144584245377741764e-24, 5.415022108374987073e+22
1.334320822311494521e-24, 4.883617772804887701e+22
1.555509840401867446e-24, 4.406144459718212452e+22
1.813365139124089360e-24, 3.976929640729431088e+22
2.113964850869085172e-24, 3.559148384719082619e+22
2.464394673909162856e-24, 3.194568553563462566e+22
2.872914895578817388e-24, 2.870205476508999143e+22
3.349155102719898938e-24, 2.575403777655041950e+22
3.904341169081111135e-24, 2.302992937306805607e+22
4.551559870189927640e-24, 2.049936644360826467e+22
5.306067363165150690e-24, 1.827539549373651013e+22
6.185648802917218596e-24, 1.623338436811044159e+22
7.211037571563583870e-24, 1.438468811908950314e+22
8.406404003081794177e-24, 1.269459838803751679e+22
9.799925123355945559e-24, 1.119513231199351865e+22
1.142444883545635492e-23, 9.864332468210014093e+21
1.331826820624366865e-23, 8.692912472635978285e+21
1.552602410568330836e-23, 7.619310315121615569e+21
1.809975747576928262e-23, 6.664756595207019954e+21
2.110013603300706197e-23, 5.828476003596729582e+21
2.459788432013121776e-23, 5.075612932074258825e+21
2.867545081605480075e-23, 4.408897891416739938e+21
3.342895140095494358e-23, 3.809538466447161819e+21
3.897043498760775480e-23, 3.293536928742357598e+21
4.543052472414611801e-23, 2.844074286190274544e+21
5.296149702633689900e-23, 2.448961552607271715e+21
6.174087101793673643e-23, 2.102223643608916427e+21
7.197559298895767048e-23, 1.805415820486703317e+21
8.390691450736218015e-23, 1.541030998918022562e+21
9.781607917041964598e-23, 1.313480856813204144e+21
1.140309520431035390e-22, 1.118056149880431182e+21
1.329337480518106140e-22, 9.500242579768524145e+20
1.549700415061211373e-22, 8.043155213104684728e+20
1.806592691198997314e-22, 6.785267725936987996e+20
2.106069741076194141e-22, 5.697521969315261317e+20
2.455190799721978298e-22, 4.773288567976960328e+20
2.862185304442568804e-22, 3.989917019664733962e+20
3.336646878073451126e-22, 3.330827875698250875e+20
3.889759468639831932e-22, 2.772449577723971174e+20
4.534560975960776476e-22, 2.301023652641816248e+20
5.286250579369789952e-22, 1.906631384163831972e+20
6.162547010841906233e-22, 1.573565668858994688e+20
7.184106218696126315e-22, 1.293935644552610939e+20
8.375008266988809979e-22, 1.063217200941487718e+20
9.763324947728996466e-22, 8.739174743458991309e+19
1.138178148559852146e-21, 7.169433335654687539e+19
1.326852793279672222e-21, 5.853689873749443379e+19
1.546803843723141989e-21, 4.784842511613653811e+19
1.803215958149154218e-21, 3.896189043346264064e+19
2.102133250391486635e-21, 3.176717179889597235e+19
2.450601760943344245e-21, 2.588167222719699354e+19
2.856835545330063135e-21, 2.096556281846124134e+19
3.330410294783934036e-21, 1.703937404785048986e+19
3.882489053223168623e-21, 1.377461555239991296e+19
4.526085351107068555e-21, 1.111342203308855910e+19
5.276369958725133131e-21, 8.992533299206328320e+18
