# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 2.314986085798655152e+08, 7.058865347773719113e+05
1.078946722229829815e-11, 2.066669001534754336e+08, 6.629145872478181263e+05
1.135010815672316663e-11, 1.810498641268541217e+08, 6.109209217111266917e+05
1.193988104464273125e-11, 1.710594554007894397e+08, 6.072031732617466478e+05
1.256029963694872804e-11, 1.656793922878476679e+08, 6.186650762385082198e+05
1.321295634186573788e-11, 1.594439377288360298e+08, 6.263185691542179557e+05
1.389952631213352601e-11, 1.430193746776108146e+08, 5.909929888379663462e+05
1.462177174456718478e-11, 1.455293486821828485e+08, 6.326131658819623990e+05
1.538154640303035716e-11, 1.400623477478786111e+08, 6.404854062886210158e+05
1.618080037643067682e-11, 1.437290750067519546e+08, 6.914052516862036427e+05
1.702158508394953640e-11, 1.312926665263241380e+08, 6.643986318618955556e+05
1.790605854035294846e-11, 1.312343859917030334e+08, 6.986121473931299988e+05
1.883649089489798225e-11, 1.328479398112119138e+08, 7.439496665077048820e+05
1.981527025805096908e-11, 1.283148633427632451e+08, 7.559027899747816846e+05
2.084490883097288542e-11, 1.259755240027319789e+08, 7.806842578529182356e+05
2.192804935350449494e-11, 1.140359904859276414e+08, 7.434152531483039493e+05
2.306747188720071646e-11, 1.058506088636493385e+08, 7.259106755745213013e+05
2.426610095082419209e-11, 1.022446634920972437e+08, 7.376167709388128715e+05
2.552701302661247069e-11, 1.006052071059191376e+08, 7.635032989610689692e+05
2.685344445658503549e-11, 1.056562522368406355e+08, 8.435017789663844742e+05
2.824879974915704763e-11, 1.023387561684523076e+08, 8.594711357043536846e+05
2.971666031738025020e-11, 1.086969503495104164e+08, 9.603043598235721001e+05
3.126079367123955679e-11, 1.116256159803259522e+08, 1.037422847937130020e+06
3.288516308759833167e-11, 1.027153008304210603e+08, 1.004216845482591656e+06
3.459393778261224212e-11, 9.627619476342305541e+07, 9.901744554619201226e+05
3.639150361272071167e-11, 9.270514213272750378e+07, 1.002991124551486573e+06
3.828247433168220594e-11, 8.950201027539369464e+07, 1.018653647218884435e+06
4.027170343254586841e-11, 9.330272212180869281e+07, 1.117091077692127321e+06
4.236429660495408969e-11, 8.884882162194161117e+07, 1.119042243992176140e+06
4.456562483975033441e-11, 8.028333249694231153e+07, 1.063703943936675554e+06
4.688133821452655254e-11, 7.699363807068671286e+07, 1.073126248274625512e+06
4.931738039549364670e-11, 7.843664176634879410e+07, 1.150047020587509265e+06
5.188000389289609384e-11, 7.903150267191454768e+07, 1.218982603311499348e+06
5.457578610912699557e-11, 7.631923782564544678e+07, 1.238317439634109382e+06
5.741164622073268011e-11, 7.628032355907686055e+07, 1.302000718896395061e+06
6.039486293763794275e-11, 6.844711416525924206e+07, 1.229007719385337783e+06
6.353309318517436562e-11, 6.845875848313546181e+07, 1.293091622590239160e+06
6.683439175686149603e-11, 7.162036450938035548e+07, 1.423107342274134280e+06
7.030723198838341702e-11, 6.947669764287725091e+07, 1.452249371268142480e+06
7.396052750582374558e-11, 7.053128099558500946e+07, 1.550903390108071268e+06
7.780365510398024982e-11, 6.958256374919287860e+07, 1.609549705313168932e+06
8.184647881347885976e-11, 6.835085458391420543e+07, 1.663217172041084617e+06
8.609937521845998927e-11, 7.129941376498433948e+07, 1.825122711172511801e+06
