# M_f [M_sun], P(M_f) [M_sun^-1]
3.548962714117586356e-25, 1.796620252219975087e+22
4.143897244964681628e-25, 1.624104914583412539e+22
4.838564324307219260e-25, 1.357009194280449527e+22
5.649682734992169490e-25, 1.191807181812888974e+22
6.596773932655885372e-25, 1.049620336128591449e+22
7.702631875067320117e-25, 9.426967335249331094e+21
8.993871611864740876e-25, 8.455929161232150430e+21
1.050156983777701776e-24, 7.469679466022149554e+21
1.226201282573591067e-24, 6.502873921791444648e+21
1.431756974063410238e-24, 5.988383457397709996e+21
1.671771235205982412e-24, 5.251479473744400876e+21
1.952020568777308980e-24, 4.534823268066809872e+21
2.279249828377506683e-24, 4.071962913895292600e+21
2.661334549057996954e-24, 3.492996532657295720e+21
3.107470490433956329e-24, 3.139343383112057881e+21
3.628394954078874531e-24, 2.826717366381452460e+21
4.236645201720489617e-24, 2.554121386299734098e+21
4.946860193674237954e-24, 2.232408624080446292e+21
5.776132909553281211e-24, 1.931311454641669800e+21
6.744421730674377979e-24, 1.705690775847512310e+21
7.875030785036159497e-24, 1.428153416517025006e+21
9.195170815492024403e-24, 1.295409861774986969e+21
1.073661406971731716e-23, 1.153424051661529678e+21
1.253645897342513110e-23, 1.077918283771784724e+21
1.463802299047425984e-23, 1.016659558840547279e+21
1.709188515862952929e-23, 9.044998546951632323e+20
1.995710339202826004e-23, 7.919643286524748104e+20
2.330263584757434168e-23, 7.025067060880239493e+20
2.720900056375714993e-23, 6.049981459147077714e+20
3.177021331497144511e-23, 5.399406647686481838e+20
3.709605032032140160e-23, 4.835955945430503260e+20
4.331469026427151886e-23, 4.312998598891548180e+20
5.057579921552993781e-23, 3.803321683810747679e+20
5.905413268993206007e-23, 3.429163823903229215e+20
6.895374154936251738e-23, 3.122543577861383782e+20
8.051288296148122256e-23, 2.775205583796762051e+20
9.400975461394818512e-23, 2.450439528113061233e+20
1.097691901903814394e-22, 2.206604997143604429e+20
1.281704772502877614e-22, 1.928420357949784064e+20
1.496564856684707842e-22, 1.744836284361869558e+20
1.747443263311006971e-22, 1.544855345283249275e+20
2.040377966148069427e-22, 1.404019093222841385e+20
2.382419121782715813e-22, 1.231835681697359135e+20
2.781798748077653061e-22, 1.094909451187503759e+20
3.248128846873889935e-22, 9.854948961749354086e+19
3.792632739224971983e-22, 8.947591767208774861e+19
4.428415180784706451e-22, 8.011929207965840179e+19
5.170777758305154950e-22, 7.356440181258241638e+19
6.037587157996679498e-22, 6.514986514194073190e+19
7.049705168986915043e-22, 5.872290496635838464e+19
8.231490770914376496e-22, 5.299864414688866304e+19
9.611386389565238025e-22, 4.780302136066771354e+19
1.122260243016206653e-21, 4.249947511274782720e+19
1.310391656319376225e-21, 3.712277186387920486e+19
1.530060699946438888e-21, 3.323400556770036531e+19
1.786554221579997443e-21, 3.005861922832008397e+19
2.086045335820364214e-21, 2.687106388896061850e+19
2.435741994580735524e-21, 2.377641838812121907e+19
2.844060463254972146e-21, 2.135334562132901888e+19
3.320827877766432378e-21, 1.900849223696236134e+19
3.877518757505402961e-21, 1.719021589131569766e+19
4.527531166390591196e-21, 1.552839167007892890e+19
5.286509168514232234e-21, 1.386674136817275904e+19
6.172719339017780476e-21, 1.239560087680356762e+19
7.207490391810404495e-21, 1.108007952718084301e+19
8.415726504796120160e-21, 9.992576556522063872e+18
9.826506696977815998e-21, 8.943695234933240832e+18
1.147378468284583961e-20, 8.050043060902943744e+18
1.339720604767883656e-20, 7.254049678136132608e+18
1.564306241098517039e-20, 6.517243621247353856e+18
1.826540554225283020e-20, 5.748488868510359552e+18
2.132734824280151716e-20, 5.140434739984539648e+18
2.490258330249094031e-20, 4.537631284689326080e+18
2.907715708851964547e-20, 3.974313256663256064e+18
3.395154045186442600e-20, 3.509141121947878400e+18
3.964304679255259240e-20, 3.103983213348074496e+18
4.628865548014387372e-20, 2.702834692575223808e+18
5.404830858161902066e-20, 2.394678540859204096e+18
6.310876024011991138e-20, 2.127664450147177728e+18
7.368807134881180046e-20, 1.860549631614231296e+18
8.604085769467593336e-20, 1.622145084038490112e+18
1.004644178810475172e-19, 1.412846397632711424e+18
1.173058885116423403e-19, 1.233535533499105280e+18
1.369705988422578918e-19, 1.062721119120240128e+18
1.599318259743174272e-19, 9.146858094178512640e+17
1.867421853717413878e-19, 7.875159368304460800e+17
2.180469308404809387e-19, 6.722613517633908480e+17
2.545994840657364937e-19, 5.727110397560655360e+17
2.972795674613780767e-19, 5.003303153727482240e+17
3.471143767408655819e-19, 4.979959078891928320e+17
4.053033027769513840e-19, 3.826510894069758720e+17
4.732467977393484649e-19, 2.940222076220950400e+17
5.525800802412904732e-19, 2.259213705857980480e+17
6.452124906878854795e-19, 1.735939135351408960e+17
7.533734440045013057e-19, 1.333864376721329440e+17
8.796660857047170922e-19, 1.024917371383576160e+17
1.027129942656215233e-18, 7.875280549479332800e+16
1.199314076381365808e-18, 6.051223782975784000e+16
1.400362499497209111e-18, 4.649651404999456000e+16
1.635113911040676270e-18, 3.572708424507038400e+16
1.909218151042094247e-18, 2.745204828219274000e+16
2.229272177097818710e-18, 2.109365963699666000e+16
2.602978835535310412e-18, 1.620798828224663800e+16
3.039332248368829520e-18, 1.245392637779702200e+16
3.548834277815029616e-18, 9.569372800784384000e+15
4.143747278091769203e-18, 7.352933767430857000e+15
4.838389217561514039e-18, 5.649861920290402000e+15
5.649478274021606592e-18, 4.341252176069185000e+15
6.596535196630497956e-18, 3.335740009597944000e+15
7.702353118248023089e-18, 2.563122564724433000e+15
8.993546125318797605e-18, 1.969457230748430250e+15
1.050118978791184392e-17, 1.513295476823820750e+15
1.226156906576543473e-17, 1.162788998116853750e+15
1.431705159044002820e-17, 8.934661306057132500e+14
1.671710734114975772e-17, 6.865232882602903750e+14
1.951949925514886663e-17, 5.275121341246313750e+14
2.279167342748857588e-17, 4.053308262177705625e+14
2.661238235854156293e-17, 3.114489090478589375e+14
3.107358031653111131e-17, 2.393117342003454375e+14
3.628263643138282592e-17, 1.838828278481217500e+14
4.236491878316220397e-17, 1.412922541822745625e+14
4.946681167721122281e-17, 1.085664242034380938e+14
5.775923872374348195e-17, 8.342048566316481250e+13
6.744177651302501599e-17, 6.409879923138120312e+13
7.874745789132278381e-17, 4.925236325635717969e+13
9.194838043965264702e-17, 3.784462915713978906e+13
1.073622551364499575e-16, 2.907913166709425391e+13
1.253600528129948575e-16, 2.234388121494504688e+13
1.463749324313652303e-16, 1.716863603294877148e+13
1.709126660647493911e-16, 1.319207081316947070e+13
1.995638114815701302e-16, 1.013654969484168164e+13
2.330179252950391720e-16, 7.788742281015288086e+12
2.720801587507204238e-16, 5.984729335488822266e+12
3.176906355684263719e-16, 4.598558268727246094e+12
3.709470782113892190e-16, 3.533449378482089355e+12
4.331312271366239694e-16, 2.715038884053645508e+12
5.057396888673425339e-16, 2.086186995292217529e+12
5.905199553182014303e-16, 1.602988526173265625e+12
6.895124612624175452e-16, 1.231707522344453369e+12
8.050996921517614587e-16, 9.464218837504697266e+11
9.400635241836067561e-16, 7.272135355303656006e+11
1.097652176637426354e-15, 5.587777874941051025e+11
1.281658387844818299e-15, 4.293547913201939087e+11
1.496510696280042197e-15, 3.299084912786409302e+11
1.747380023663327855e-15, 2.534957448187605896e+11
2.040304125247816402e-15, 1.947815662141427917e+11
2.382332902476464009e-15, 1.496666485096192322e+11
2.781698075296781474e-15, 1.150011580203532715e+11
3.248011297693212803e-15, 8.836481926618130493e+10
3.792495484549381372e-15, 6.789793614631771851e+10
4.428254917260453338e-15, 5.217155165674082184e+10
5.170590628816885501e-15, 4.008768096083881378e+10
6.037368658836964984e-15, 3.080265228627049255e+10
7.049450041464057396e-15, 2.366820342406659698e+10
8.231192874789720272e-15, 1.818622137461625290e+10
9.611038555274013536e-15, 1.397396506626765060e+10
1.122219628626107451e-14, 1.073734315920920181e+10
1.310344233488316355e-14, 8.250381160224050522e+09
1.530005327333422790e-14, 6.339444338419760704e+09
1.786489566513994436e-14, 4.871114889193489075e+09
2.085969842226470568e-14, 3.742876976604462147e+09
2.435653845529604593e-14, 2.875959278680311680e+09
2.843957537234173260e-14, 2.209835328250485897e+09
3.320707697621301066e-14, 1.697997678045395374e+09
3.877378430820567309e-14, 1.304710842960764885e+09
4.527367315877207227e-14, 1.002516320195897460e+09
5.286317850727665526e-14, 7.703154901779576540e+08
6.172495949449466709e-14, 5.918965528968275785e+08
7.207229554069590400e-14, 4.548026540597237945e+08
8.415421941214433446e-14, 3.494621702800732851e+08
9.826151077522554733e-14, 2.685204395283561945e+08
1.147336944870571982e-13, 2.063262710096611977e+08
1.339672120527618000e-13, 1.585373915430419743e+08
1.564249629145710343e-13, 1.218172770466064513e+08
1.826474452061308525e-13, 9.360220238714160025e+07
2.132657641002332364e-13, 7.192224686723312736e+07
2.490168208261894248e-13, 5.526375946661279351e+07
2.907610479159630927e-13, 4.246367773989560455e+07
3.395031175191101639e-13, 3.262832525361514837e+07
3.964161211804007018e-13, 2.507101759509354085e+07
4.628698030228503768e-13, 1.926411846582227945e+07
