# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 2.043104443130257428e+08, 2.141944405012848787e+06
1.078946722229829815e-11, 1.746186266583611667e+08, 1.925787635814029723e+06
1.135010815672316663e-11, 2.094556459795704782e+08, 2.430021451110289432e+06
1.193988104464273125e-11, 1.790160917606154680e+08, 2.184793164472186938e+06
1.256029963694872804e-11, 2.086799732835542858e+08, 2.679163770963673946e+06
1.321295634186573788e-11, 2.046852876745851338e+08, 2.764428499283355661e+06
1.389952631213352601e-11, 1.749389951702480614e+08, 2.485453365262846928e+06
1.462177174456718478e-11, 1.726947213283113539e+08, 2.581061333381041884e+06
1.538154640303035716e-11, 1.925257102574650049e+08, 3.026971143381529953e+06
1.618080037643067682e-11, 2.273801904366725385e+08, 3.760732748016844504e+06
1.702158508394953640e-11, 2.137834150991442502e+08, 3.719582292473208159e+06
1.790605854035294846e-11, 1.827149193105013072e+08, 3.344217405934506096e+06
1.883649089489798225e-11, 1.748935343036925197e+08, 3.367399129893120844e+06
1.981527025805096908e-11, 1.847367265025539100e+08, 3.741747280158702284e+06
2.084490883097288542e-11, 1.578894979339077771e+08, 3.364146015934315044e+06
2.192804935350449494e-11, 1.349438957254492044e+08, 3.024650809253046289e+06
2.306747188720071646e-11, 1.300339601781828254e+08, 3.066049878701530863e+06
2.426610095082419209e-11, 1.261711208338306099e+08, 3.129556789778863546e+06
2.552701302661247069e-11, 1.214306756781350523e+08, 3.168485760700596962e+06
2.685344445658503549e-11, 1.295792503047932684e+08, 3.556798876235686243e+06
2.824879974915704763e-11, 1.107478905825102627e+08, 3.197862829481462948e+06
2.971666031738025020e-11, 9.465323529520355165e+07, 2.875149164104750380e+06
3.126079367123955679e-11, 8.089756748165132105e+07, 2.585002453397982288e+06
3.288516308759833167e-11, 7.956586321841266751e+07, 2.674563319628525525e+06
3.459393778261224212e-11, 7.783698943506753445e+07, 2.752407772867502645e+06
3.639150361272071167e-11, 9.564395783847382665e+07, 3.557828080537727103e+06
3.828247433168220594e-11, 9.969072892588581145e+07, 3.901062418513001408e+06
4.027170343254586841e-11, 1.027841819345135391e+08, 4.231118188945729285e+06
4.236429660495408969e-11, 9.576027828014072776e+07, 4.146818779882029165e+06
4.456562483975033441e-11, 1.050545582924572229e+08, 4.785699036094788462e+06
4.688133821452655254e-11, 1.201473781311386526e+08, 5.757655125849954784e+06
4.931738039549364670e-11, 1.446741912766785920e+08, 7.293287369110118598e+06
5.188000389289609384e-11, 1.500044208824037910e+08, 7.954946833615698852e+06
5.457578610912699557e-11, 1.598272588059813082e+08, 8.916308446384252980e+06
5.741164622073268011e-11, 1.544415399252639115e+08, 9.063572619781592861e+06
6.039486293763794275e-11, 1.837884094941623807e+08, 1.134630706495624594e+07
6.353309318517436562e-11, 2.006332917491443455e+08, 1.302988515232369117e+07
6.683439175686149603e-11, 2.078182624424225986e+08, 1.419784843136175349e+07
7.030723198838341702e-11, 1.978319640334251821e+08, 1.421793714768017642e+07
7.396052750582374558e-11, 2.342025466789553463e+08, 1.770651572772856802e+07
7.780365510398024982e-11, 2.497396122327253819e+08, 1.986233805965356156e+07
8.184647881347885976e-11, 2.559991078856654167e+08, 2.141819671390843019e+07
8.609937521845998927e-11, 2.707653619495550394e+08, 2.383082900605086237e+07
9.057326008981998694e-11, 2.856224790295314193e+08, 2.644478894116222486e+07
9.527961640236521090e-11, 3.062011890271028876e+08, 2.982334532062752917e+07
1.002305238077900488e-10, 3.550653273104434609e+08, 3.637974111828570813e+07
1.054386896391260237e-10, 3.781781013441532850e+08, 4.076145406240531802e+07
1.109174815262403146e-10, 3.855915626845609546e+08, 4.372027308697827160e+07
1.166809617060962959e-10, 4.277570782113990188e+08, 5.102167450098932534e+07
1.227439231158405997e-10, 4.645816726758714914e+08, 5.829373039979690313e+07
1.291219273613533562e-10, 4.777643943600472212e+08, 6.306319140826059878e+07
1.358313446587154174e-10, 4.946818295820065737e+08, 6.868954454095718265e+07
1.428893958511103824e-10, 5.468813454601482153e+08, 7.988411575924777985e+07
1.503141966090024084e-10, 5.753476516692582369e+08, 8.840980842562757432e+07
1.581248039270385857e-10, 6.125353676065757275e+08, 9.901573163633932173e+07
1.663412650370169698e-10, 6.651103749731670618e+08, 1.131018820789063126e+08
1.749846688624654551e-10, 7.029041454909085035e+08, 1.257405780410918593e+08
1.840772001468954491e-10, 7.685817895255482197e+08, 1.446348150987758934e+08
1.936421963946606826e-10, 8.076213476070482731e+08, 1.598799957598452270e+08
2.037042077705718970e-10, 8.706570772734563351e+08, 1.813164646318258345e+08
2.142890601120060623e-10, 8.753433592350152731e+08, 1.917663997449465096e+08
2.254239212152432687e-10, 8.937203015240371227e+08, 2.059680552913246453e+08
2.371373705661655168e-10, 9.274304761564908028e+08, 2.248453946127743423e+08
2.494594726942950709e-10, 9.399565243398755789e+08, 2.397259324489860237e+08
2.624218543384439019e-10, 9.481638401508502960e+08, 2.543873403574845195e+08
2.760577856220344782e-10, 1.005766491420983434e+09, 2.838666528036184907e+08
2.904022654464451017e-10, 1.069605549256010890e+09, 3.175749480610504746e+08
3.054921113215515548e-10, 1.100536123485987663e+09, 3.437419556655909419e+08
3.213660538640321425e-10, 1.130170053414287329e+09, 3.713453443032167554e+08
3.380648362059815113e-10, 1.135137905663831472e+09, 3.923639245316675901e+08
3.556313185689847556e-10, 1.145053598898941517e+09, 4.163636816611707807e+08
3.741105882720528966e-10, 1.129981661157446146e+09, 4.322403852361999750e+08
3.935500754557772142e-10, 1.127835318732510328e+09, 4.538443350671747923e+08
4.139996748197304272e-10, 1.099833884386921167e+09, 4.655817882256379724e+08
4.355118736855688095e-10, 1.082807680812302351e+09, 4.822011860676161647e+08
4.581418867145339649e-10, 1.042493011797748566e+09, 4.883807928450189233e+08
4.819477976251271319e-10, 1.000404271995921969e+09, 4.930260624635788202e+08
5.069907082747033666e-10, 9.708566689945585728e+08, 5.033369791396025419e+08
5.333348954876202279e-10, 9.364502394728710651e+08, 5.107381421395533085e+08
5.610479760324701077e-10, 9.017908834442008734e+08, 5.174040305915312171e+08
5.902010801718442306e-10, 8.804546859556256533e+08, 5.314248945128121972e+08
6.208690342300637909e-10, 8.370680539356597662e+08, 5.315047368587020040e+08
6.531305526474729939e-10, 7.841183630325369835e+08, 5.237693474135314226e+08
6.870684400142317101e-10, 7.342849344119445086e+08, 5.159834613280203938e+08
7.227698036021688210e-10, 6.833234661840727329e+08, 5.051389635750367641e+08
7.603262769401807175e-10, 6.353553499388098717e+08, 4.941004949708139896e+08
7.998342550070276743e-10, 5.895199689627641439e+08, 4.822940596522185206e+08
8.413951416451946904e-10, 5.429203383608568907e+08, 4.672669517130153179e+08
8.851156098308355951e-10, 4.957965743686570525e+08, 4.488992163032274842e+08
9.311078754678309670e-10, 4.575784547214856148e+08, 4.358410311986048818e+08
9.794899854086980821e-10, 4.170584498543160558e+08, 4.179050175868902802e+08
1.030386120441616095e-09, 3.786922887503572106e+08, 3.991959971094859838e+08
1.083926914021204014e-09, 3.411898567188664675e+08, 3.783692829824184775e+08
1.140249787561167319e-09, 3.048051540132304430e+08, 3.556011459123239517e+08
1.199499303149378128e-09, 2.771006689869745970e+08, 3.400952758006764650e+08
1.261827534590670558e-09, 2.453117318236233294e+08, 3.167412849550610781e+08
1.327394457729740273e-09, 2.200699208947137594e+08, 2.989314335566176176e+08
1.396368361055936317e-09, 1.960071016232166886e+08, 2.800970402572278976e+08
1.468926277643866174e-09, 1.739810913185386360e+08, 2.615567418804757595e+08
1.545254439538414134e-09, 1.534494842063274384e+08, 2.426933439213150740e+08
1.625548755750481709e-09, 1.349696887797994912e+08, 2.245736128249028623e+08
1.710015315090286320e-09, 1.195611340226694942e+08, 2.092878953359811902e+08
1.798870915128787322e-09, 1.037359417130417079e+08, 1.910366018562888503e+08
1.892343618644975688e-09, 9.284951621796472371e+07, 1.798878975629038513e+08
1.990673338987188583e-09, 8.058771643834422529e+07, 1.642585310865427554e+08
2.094112455850895670e-09, 7.019647055831010640e+07, 1.505265313377148211e+08
2.202926463053456075e-09, 6.142522102425253391e+07, 1.385751012328397334e+08
2.317394649968475145e-09, 5.385176553047174960e+07, 1.278148258851819485e+08
2.437810818368750009e-09, 4.698378192571011186e+07, 1.173206035165590793e+08
2.564484036517716058e-09, 4.126060892415796220e+07, 1.083950160260602236e+08
2.697739432444920460e-09, 3.589928535939043760e+07, 9.922230329899868369e+07
2.837919028441557893e-09, 3.092255727036839724e+07, 8.991896644761730731e+07
2.985382618917963357e-09, 2.677294955876550078e+07, 8.190817367194855213e+07
3.140508693876216431e-09, 2.343357169626819715e+07, 7.542711312864051759e+07
3.303695410368142213e-09, 2.034544135472915694e+07, 6.889966227180540562e+07
3.475361614432053799e-09, 1.777796643926223740e+07, 6.334264563269892335e+07
3.655947916131246718e-09, 1.558676988567735814e+07, 5.843024426184727252e+07
3.845917820453534961e-09, 1.341220184256413206e+07, 5.289962754231125861e+07
4.045758916974428963e-09, 1.154713180001839064e+07, 4.791828725642864406e+07
4.255984131337434845e-09, 9.949105480748230591e+06, 4.343998765928167850e+07
4.477133041763623226e-09, 8.503232134651476517e+06, 3.906359878652887046e+07
4.709773263969519825e-09, 7.267483179837767966e+06, 3.512845758077495545e+07
4.954501908047895353e-09, 6.211321875359966420e+06, 3.159005665778035298e+07
5.211947111050799924e-09, 5.441593337256602943e+06, 2.911980756041258574e+07
5.482769649208535777e-09, 4.650783069753575139e+06, 2.618722723543498293e+07
5.767664633922509555e-09, 4.036439199787342455e+06, 2.391487354928734526e+07
6.067363295885059185e-09, 3.449835724388876464e+06, 2.150699930305256322e+07
6.382634861905482558e-09, 2.948481554210851435e+06, 1.934181958482557163e+07
6.714288529259509001e-09, 2.519987666097928770e+06, 1.739485874989408627e+07
7.063175542629608811e-09, 2.153765496079314966e+06, 1.564411027052146941e+07
7.430191378967006415e-09, 1.840765284095448442e+06, 1.406978760892189853e+07
7.816278045883292923e-09, 1.573252444288490806e+06, 1.265410022866334207e+07
8.222426499470713005e-09, 1.344616434721597470e+06, 1.138105220778697357e+07
8.649679187756937814e-09, 1.149207403482042253e+06, 1.023626117287773639e+07
9.099132726322508595e-09, 9.821965745133087039e+05, 9.206795503515610471e+06
9.571940712948442686e-09, 8.394569231482316973e+05, 8.281027963398781605e+06
1.006931668851804562e-08, 7.174611927054198459e+05, 7.448504100550537929e+06
