# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 1.811763116116117537e+08, 2.771543809227414313e+05
1.078946722229829815e-11, 1.776498892103348970e+08, 2.858813544271731516e+05
1.135010815672316663e-11, 1.789258589180436134e+08, 3.028967307418708806e+05
1.193988104464273125e-11, 1.873943061581658125e+08, 3.337171160593465320e+05
1.256029963694872804e-11, 1.986645995564610660e+08, 3.721715957364918431e+05
1.321295634186573788e-11, 2.065499320832604468e+08, 4.070506720289307996e+05
1.389952631213352601e-11, 2.079667983494526446e+08, 4.311398259812627221e+05
1.462177174456718478e-11, 2.117495382001553476e+08, 4.617930174844162539e+05
1.538154640303035716e-11, 2.212961164334652722e+08, 5.076910128004659782e+05
1.618080037643067682e-11, 2.196140471037914157e+08, 5.300131350056582596e+05
1.702158508394953640e-11, 2.255431055011869371e+08, 5.726073928083914798e+05
1.790605854035294846e-11, 2.252167709796707034e+08, 6.014908782813359285e+05
1.883649089489798225e-11, 2.313957203901783824e+08, 6.501066547794688959e+05
1.981527025805096908e-11, 2.498270011575289667e+08, 7.383625918837230420e+05
2.084490883097288542e-11, 2.460985150068870485e+08, 7.651390697065314744e+05
2.192804935350449494e-11, 2.412994284695788026e+08, 7.892031485941058490e+05
2.306747188720071646e-11, 2.448131195675641596e+08, 8.423030886930122506e+05
2.426610095082419209e-11, 2.382255819126245677e+08, 8.622304434456707677e+05
2.552701302661247069e-11, 2.364347819008175731e+08, 9.002178876707362942e+05
2.685344445658503549e-11, 2.426445802843852639e+08, 9.718701695062062936e+05
2.824879974915704763e-11, 2.466774181525380313e+08, 1.039366003415749525e+06
2.971666031738025020e-11, 2.516520845251803696e+08, 1.115427063083492219e+06
3.126079367123955679e-11, 2.567716981671927273e+08, 1.197262583216626197e+06
3.288516308759833167e-11, 2.524587169965354800e+08, 1.238324093889807584e+06
3.459393778261224212e-11, 2.568223389712009132e+08, 1.325191167522224365e+06
3.639150361272071167e-11, 2.676652623654722273e+08, 1.452913047576633748e+06
3.828247433168220594e-11, 2.686734914493843317e+08, 1.534173244488511467e+06
4.027170343254586841e-11, 2.719472132533379197e+08, 1.633564452842125436e+06
4.236429660495408969e-11, 2.711408983447132707e+08, 1.713360996431993088e+06
4.456562483975033441e-11, 2.743134602726166844e+08, 1.823489477793125669e+06
4.688133821452655254e-11, 2.849337383150801659e+08, 1.992518837833213620e+06
4.931738039549364670e-11, 2.950418977289037108e+08, 2.170425060084625147e+06
5.188000389289609384e-11, 3.056708309350403547e+08, 2.365471797473560087e+06
5.457578610912699557e-11, 3.123944367813209295e+08, 2.543137733209273312e+06
5.741164622073268011e-11, 3.140313244145316482e+08, 2.689320243250325788e+06
6.039486293763794275e-11, 3.181348475722367764e+08, 2.866050950009037741e+06
6.353309318517436562e-11, 3.214471193000140786e+08, 3.046389829821756110e+06
6.683439175686149603e-11, 3.289927408126139641e+08, 3.279938491357029881e+06
7.030723198838341702e-11, 3.439972660368269086e+08, 3.607762992629885674e+06
7.396052750582374558e-11, 3.506116014624605775e+08, 3.868237256815051660e+06
7.780365510398024982e-11, 3.563562035294795036e+08, 4.135948813194449525e+06
8.184647881347885976e-11, 3.602567074490725398e+08, 4.398525623894747347e+06
8.609937521845998927e-11, 3.677822501419587135e+08, 4.723786434538586065e+06
9.057326008981998694e-11, 3.751779435308894515e+08, 5.069223698331412859e+06
9.527961640236521090e-11, 3.801784187754135132e+08, 5.403765936860922724e+06
1.002305238077900488e-10, 3.875664366503142715e+08, 5.795092811932176352e+06
1.054386896391260237e-10, 3.925655960573449731e+08, 6.174928122716776095e+06
1.109174815262403146e-10, 3.982772337279371023e+08, 6.590386273521267809e+06
1.166809617060962959e-10, 4.077746985493158698e+08, 7.098256317316527478e+06
1.227439231158405997e-10, 4.061830646503776312e+08, 7.438057664980622940e+06
1.291219273613533562e-10, 4.142114149031046629e+08, 7.979330383447371423e+06
1.358313446587154174e-10, 4.178769230376372933e+08, 8.468368997151749209e+06
1.428893958511103824e-10, 4.223053058539448977e+08, 9.002959324061354622e+06
1.503141966090024084e-10, 4.292615187060694695e+08, 9.626944210737347603e+06
1.581248039270385857e-10, 4.339897440463354588e+08, 1.023891914425678737e+07
1.663412650370169698e-10, 4.369193549137192965e+08, 1.084387502440150268e+07
1.749846688624654551e-10, 4.423058272782475948e+08, 1.154821602419269644e+07
1.840772001468954491e-10, 4.441126439594013095e+08, 1.219817508412360214e+07
1.936421963946606826e-10, 4.433515697437144518e+08, 1.281031929823604971e+07
2.037042077705718970e-10, 4.438391256220785379e+08, 1.349111318089171872e+07
2.142890601120060623e-10, 4.464137719242793918e+08, 1.427482618946556374e+07
2.254239212152432687e-10, 4.491357590941851139e+08, 1.510853987404800020e+07
2.371373705661655168e-10, 4.446721234670510888e+08, 1.573609559464940429e+07
2.494594726942950709e-10, 4.371233858658165932e+08, 1.627323802225694433e+07
2.624218543384439019e-10, 4.333492843509842753e+08, 1.697155127500209585e+07
2.760577856220344782e-10, 4.275875549135031104e+08, 1.761662611585433781e+07
2.904022654464451017e-10, 4.261866392598457932e+08, 1.847193850193836913e+07
3.054921113215515548e-10, 4.216240918006668687e+08, 1.922444458956800774e+07
3.213660538640321425e-10, 4.163318832554439306e+08, 1.997030098871936649e+07
3.380648362059815113e-10, 4.124895257154167891e+08, 2.081494563367182761e+07
3.556313185689847556e-10, 4.075198988124773502e+08, 2.163363490640247241e+07
3.741105882720528966e-10, 4.009477596014276147e+08, 2.239173466295097023e+07
3.935500754557772142e-10, 3.920786340776720643e+08, 2.303527475998440012e+07
4.139996748197304272e-10, 3.823818711377029419e+08, 2.363408748748994246e+07
4.355118736855688095e-10, 3.775019085915501118e+08, 2.454613553857620806e+07
4.581418867145339649e-10, 3.709492443876964450e+08, 2.537476698512671888e+07
4.819477976251271319e-10, 3.654001678452265859e+08, 2.629548194938602298e+07
5.069907082747033666e-10, 3.579085666496412754e+08, 2.709633760436730832e+07
5.333348954876202279e-10, 3.511689018246524930e+08, 2.796932686394380406e+07
5.610479760324701077e-10, 3.442338064264949560e+08, 2.884352752148608863e+07
5.902010801718442306e-10, 3.346120835505201221e+08, 2.949625381993578002e+07
6.208690342300637909e-10, 3.261848389982547760e+08, 3.024969341911975667e+07
6.531305526474729939e-10, 3.162209142843608856e+08, 3.085186477540886402e+07
6.870684400142317101e-10, 3.073099222353448272e+08, 3.154298425565868616e+07
7.227698036021688210e-10, 3.009798053719800115e+08, 3.250130172205778956e+07
7.603262769401807175e-10, 2.932404771231830716e+08, 3.331397438233203441e+07
7.998342550070276743e-10, 2.822058189019309878e+08, 3.372948075104441494e+07
8.413951416451946904e-10, 2.722028339247028828e+08, 3.422785071911079437e+07
8.851156098308355951e-10, 2.637643705029320121e+08, 3.489383137158802152e+07
9.311078754678309670e-10, 2.546950196203455329e+08, 3.544874647038622200e+07
9.794899854086980821e-10, 2.438142033003474474e+08, 3.570177566417876631e+07
1.030386120441616095e-09, 2.336943217263262868e+08, 3.600244307349400222e+07
1.083926914021204014e-09, 2.237890611077745259e+08, 3.627257693908568472e+07
1.140249787561167319e-09, 2.143546312110870183e+08, 3.655367618715623021e+07
1.199499303149378128e-09, 2.051135244713417888e+08, 3.680053712364081293e+07
1.261827534590670558e-09, 1.971853746374900639e+08, 3.722197613621585816e+07
1.327394457729740273e-09, 1.884701019028073549e+08, 3.743134374250712246e+07
1.396368361055936317e-09, 1.813250734367071986e+08, 3.788982283185651898e+07
1.468926277643866174e-09, 1.726738543019235432e+08, 3.796354603581944108e+07
1.545254439538414134e-09, 1.644540343293843269e+08, 3.804206680007238686e+07
1.625548755750481709e-09, 1.562654912725959420e+08, 3.803348717359562218e+07
1.710015315090286320e-09, 1.489176580875354111e+08, 3.813617013675758243e+07
1.798870915128787322e-09, 1.415929613476974964e+08, 3.815266693865381926e+07
1.892343618644975688e-09, 1.343741244673739970e+08, 3.809745981065774709e+07
1.990673338987188583e-09, 1.274834492039750963e+08, 3.803087668299821019e+07
2.094112455850895670e-09, 1.207810585772734284e+08, 3.791305712122204900e+07
2.202926463053456075e-09, 1.148231134557290524e+08, 3.792558499868505448e+07
2.317394649968475145e-09, 1.091825643315766007e+08, 3.794679455055466294e+07
2.437810818368750009e-09, 1.037672570938847661e+08, 3.794959266049611568e+07
2.564484036517716058e-09, 9.780782271913604438e+07, 3.764018973076441139e+07
2.697739432444920460e-09, 9.222552368142096698e+07, 3.734801805322644860e+07
2.837919028441557893e-09, 8.708529210567645729e+07, 3.711133651012846828e+07
2.985382618917963357e-09, 8.197404286836288869e+07, 3.676131083723457158e+07
3.140508693876216431e-09, 7.734971364429004490e+07, 3.650346423360335082e+07
3.303695410368142213e-09, 7.270046890976975858e+07, 3.610618542866523564e+07
3.475361614432053799e-09, 6.834459127186194062e+07, 3.572122003187340498e+07
3.655947916131246718e-09, 6.438801951736399531e+07, 3.541718937690553814e+07
3.845917820453534961e-09, 6.041046501978090405e+07, 3.497177887973054498e+07
4.045758916974428963e-09, 5.674787107213454694e+07, 3.457496524268034101e+07
4.255984131337434845e-09, 5.346697997199864686e+07, 3.428586397709156573e+07
4.477133041763623226e-09, 5.036513093067885935e+07, 3.399287115444867313e+07
4.709773263969519825e-09, 4.707029228411876410e+07, 3.343835879425628483e+07
4.954501908047895353e-09, 4.400916727354153246e+07, 3.290741163533992693e+07
5.211947111050799924e-09, 4.098293811063063890e+07, 3.225664094452190772e+07
5.482769649208535777e-09, 3.845675505621355027e+07, 3.186161478808805719e+07
5.767664633922509555e-09, 3.573621596861536801e+07, 3.116715180453065410e+07
6.067363295885059185e-09, 3.321571218600974232e+07, 3.049583707130119577e+07
6.382634861905482558e-09, 3.078097514132310823e+07, 2.975113870382397249e+07
6.714288529259509001e-09, 2.864938495228539407e+07, 2.915260286807033792e+07
7.063175542629608811e-09, 2.652750931262955815e+07, 2.841952043764327094e+07
7.430191378967006415e-09, 2.458877315243562683e+07, 2.773535070544517413e+07
7.816278045883292923e-09, 2.282033364334225655e+07, 2.710282346893415600e+07
8.222426499470713005e-09, 2.103500879616065323e+07, 2.630577884626604617e+07
8.649679187756937814e-09, 1.938688974687386304e+07, 2.553017017797249928e+07
9.099132726322508595e-09, 1.789904003452371061e+07, 2.482187873278888315e+07
9.571940712948442686e-09, 1.651547829801603779e+07, 2.412008039735792577e+07
1.006931668851804562e-08, 1.517168372348811477e+07, 2.333611542597992718e+07
1.059253725177287621e-08, 1.394989974799978547e+07, 2.259949706283460557e+07
1.114294533591729230e-08, 1.279962007311960496e+07, 2.184161042413006723e+07
1.172195365548130236e-08, 1.171171166077153943e+07, 2.105213538654483855e+07
1.233104833228909634e-08, 1.067890339291776158e+07, 2.022182514817174152e+07
1.297179270983955861e-08, 9.734199811634119600e+06, 1.941972254277807847e+07
1.364583136588923983e-08, 8.884147860083613545e+06, 1.867412641199018434e+07
1.435489433353654691e-08, 8.073692769130349159e+06, 1.788186285744898394e+07
1.510080154164146180e-08, 7.324507910772765055e+06, 1.709507267817048356e+07
1.588546748597777465e-08, 6.600965850583990104e+06, 1.623639520863820612e+07
1.671090614310706979e-08, 5.936169161846932955e+06, 1.538925192351345532e+07
1.757923613958693077e-08, 5.372381903451427817e+06, 1.468076234458993748e+07
1.849268618978079709e-08, 4.874388360555023886e+06, 1.404157105199907906e+07
1.945360081622663184e-08, 4.375884810732507147e+06, 1.328986937356580980e+07
2.046444636724671542e-08, 3.930312000226107892e+06, 1.258374090451143682e+07
2.152781734724369502e-08, 3.511261991092682350e+06, 1.185512231021478586e+07
2.264644307593057319e-08, 3.154508766379737295e+06, 1.123277333911444061e+07
2.382319469358689039e-08, 2.828585938880153466e+06, 1.062408028487158753e+07
2.506109253032113907e-08, 2.513956035062323790e+06, 9.960994665014622733e+06
2.636331385825381413e-08, 2.236373166563678533e+06, 9.349148236969634891e+06
