# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 1.336718872532640211e+07, 7.162276906547219551e+04
1.078946722229829815e-11, 1.142457570070886426e+07, 6.439492828667828144e+04
1.135010815672316663e-11, 1.151212989023356698e+07, 6.854256251949400757e+04
1.193988104464273125e-11, 1.263222297010581754e+07, 7.952231319724637433e+04
1.256029963694872804e-11, 1.798008341475493461e+07, 1.199180642707903462e+05
1.321295634186573788e-11, 1.643418360403293371e+07, 1.153828907680544944e+05
1.389952631213352601e-11, 1.404585350903977640e+07, 1.037390178659356898e+05
1.462177174456718478e-11, 1.284860962605640292e+07, 9.989280167712816910e+04
1.538154640303035716e-11, 1.098136013024337031e+07, 8.981212805476595531e+04
1.618080037643067682e-11, 1.227825638885591365e+07, 1.058679324568251177e+05
1.702158508394953640e-11, 1.184639027778655291e+07, 1.075388269894379482e+05
1.790605854035294846e-11, 1.128028769433630630e+07, 1.077900926863718050e+05
1.883649089489798225e-11, 1.313108188590092957e+07, 1.321928719153403945e+05
1.981527025805096908e-11, 1.486065187163038366e+07, 1.575375105782347091e+05
2.084490883097288542e-11, 1.303852861994497664e+07, 1.454155007429284742e+05
2.192804935350449494e-11, 1.151606320901522413e+07, 1.351231566419100272e+05
2.306747188720071646e-11, 1.152457710342824645e+07, 1.423106769633105141e+05
2.426610095082419209e-11, 9.849745241294723004e+06, 1.279495419913306832e+05
2.552701302661247069e-11, 9.353928241913387552e+06, 1.278549804788169422e+05
2.685344445658503549e-11, 7.994550200092979707e+06, 1.149526624912717525e+05
2.824879974915704763e-11, 7.766055798562699929e+06, 1.175017476126007095e+05
2.971666031738025020e-11, 8.747027335881767794e+06, 1.392877664992318314e+05
3.126079367123955679e-11, 7.763478795355953276e+06, 1.300572638198711938e+05
3.288516308759833167e-11, 8.355040038763288409e+06, 1.472846872195941978e+05
3.459393778261224212e-11, 9.802940479288287461e+06, 1.818454571634083113e+05
3.639150361272071167e-11, 1.036398071314645186e+07, 2.022758583351988927e+05
3.828247433168220594e-11, 1.291201158946624026e+07, 2.651583957970172632e+05
4.027170343254586841e-11, 1.173327793706882559e+07, 2.534806824250691570e+05
4.236429660495408969e-11, 1.322344526122242399e+07, 3.005508857961521717e+05
4.456562483975033441e-11, 1.326001613296432979e+07, 3.170596083620249410e+05
4.688133821452655254e-11, 1.534607437755414285e+07, 3.860366539625427686e+05
4.931738039549364670e-11, 1.822198028192854300e+07, 4.822304704811970005e+05
5.188000389289609384e-11, 1.940115771593881398e+07, 5.401348649700329406e+05
5.457578610912699557e-11, 2.057743346903809905e+07, 6.026688017420378746e+05
5.741164622073268011e-11, 2.093209056576964259e+07, 6.449258475992458407e+05
6.039486293763794275e-11, 2.041616844974933565e+07, 6.617270675729893846e+05
6.353309318517436562e-11, 2.413949838192910701e+07, 8.230851170392602216e+05
6.683439175686149603e-11, 2.601828825355438888e+07, 9.332613992006729823e+05
7.030723198838341702e-11, 2.610030617203630880e+07, 9.848643856018463848e+05
7.396052750582374558e-11, 2.809127660883561894e+07, 1.115088225684802281e+06
7.780365510398024982e-11, 3.061508357696747035e+07, 1.278438386624171166e+06
8.184647881347885976e-11, 3.579641479500907660e+07, 1.572499929825713625e+06
8.609937521845998927e-11, 3.959078028771004826e+07, 1.829578992077963660e+06
