# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 3.232347674307500944e+06, 1.090928561793054541e+03
1.078946722229829815e-11, 5.092677665091904812e+06, 1.808111521913507886e+03
1.135010815672316663e-11, 4.352574254743386991e+06, 1.625646204780762218e+03
1.193988104464273125e-11, 3.720027829939865973e+06, 1.461594492713332784e+03
1.256029963694872804e-11, 5.336319029501414858e+06, 2.205582987002865138e+03
1.321295634186573788e-11, 8.527231076662149280e+06, 3.707580632159771540e+03
1.389952631213352601e-11, 7.287994428341184743e+06, 3.333432074893860772e+03
1.462177174456718478e-11, 7.971059622397329658e+06, 3.835311944606293764e+03
1.538154640303035716e-11, 6.812649685898600146e+06, 3.448274299769826484e+03
1.618080037643067682e-11, 5.822587954600645229e+06, 3.100294682826984172e+03
1.702158508394953640e-11, 6.493274305814623833e+06, 3.637072001210773124e+03
1.790605854035294846e-11, 5.549626430551953614e+06, 3.270040966960388687e+03
1.883649089489798225e-11, 4.743116041024385020e+06, 2.940048912589276370e+03
1.981527025805096908e-11, 6.613707687474409118e+06, 4.312580698448919975e+03
2.084490883097288542e-11, 8.115478546256649308e+06, 5.566828989147408720e+03
2.192804935350449494e-11, 9.317686521096333861e+06, 6.723624128921814190e+03
2.306747188720071646e-11, 1.024894773540562950e+07, 7.779940550765603803e+03
2.426610095082419209e-11, 9.900967788433982059e+06, 7.906356671179401928e+03
2.552701302661247069e-11, 8.462090147267129272e+06, 7.108504591374295160e+03
2.685344445658503549e-11, 7.232320232788211666e+06, 6.391167358930189948e+03
2.824879974915704763e-11, 1.090956801868509315e+07, 1.014173222679918945e+04
2.971666031738025020e-11, 9.324113562888069078e+06, 9.118308645115885156e+03
3.126079367123955679e-11, 8.844989854425100610e+06, 9.099265429747327289e+03
3.288516308759833167e-11, 8.400010266909748316e+06, 9.090571553047990164e+03
3.459393778261224212e-11, 7.980289086214266717e+06, 9.085158285415000137e+03
3.639150361272071167e-11, 9.015190797244008631e+06, 1.079670979836699007e+04
3.828247433168220594e-11, 8.422623055839037523e+06, 1.061125225131926527e+04
4.027170343254586841e-11, 9.848604980804421008e+06, 1.305259625575824066e+04
4.236429660495408969e-11, 9.663220061170505360e+06, 1.347246671085445087e+04
4.456562483975033441e-11, 1.001489968344497494e+07, 1.468841976323940071e+04
4.688133821452655254e-11, 1.028022886728622392e+07, 1.586114900687460431e+04
4.931738039549364670e-11, 1.039811566920518689e+07, 1.687679876391739890e+04
5.188000389289609384e-11, 1.091193947742777690e+07, 1.863121285594121218e+04
5.457578610912699557e-11, 1.031518426613107324e+07, 1.852764051358355937e+04
5.741164622073268011e-11, 1.069443722078955919e+07, 2.020715681652183775e+04
6.039486293763794275e-11, 1.304819225818168558e+07, 2.593593985815302949e+04
6.353309318517436562e-11, 1.240746104980839230e+07, 2.594413272824497471e+04
6.683439175686149603e-11, 1.457116432273724303e+07, 3.205201410696978201e+04
7.030723198838341702e-11, 1.583268549491456337e+07, 3.663707028500403248e+04
7.396052750582374558e-11, 1.459467668142839149e+07, 3.552760884512850316e+04
7.780365510398024982e-11, 1.279753456938523427e+07, 3.277203702769525262e+04
8.184647881347885976e-11, 1.254976869615592994e+07, 3.380794432077370584e+04
8.609937521845998927e-11, 1.196287705325528793e+07, 3.390196781746660417e+04
9.057326008981998694e-11, 1.138671928565381467e+07, 3.394645518859208823e+04
9.527961640236521090e-11, 1.141731662752737291e+07, 3.580690217469119671e+04
1.002305238077900488e-10, 1.239091804883601889e+07, 4.088023987469812710e+04
1.054386896391260237e-10, 1.282172402733344585e+07, 4.450040857371996390e+04
1.109174815262403146e-10, 1.236524396501130238e+07, 4.514693601209850749e+04
1.166809617060962959e-10, 1.332260980457175896e+07, 5.117093298944480921e+04
1.227439231158405997e-10, 1.245371658364354633e+07, 5.032014435135593521e+04
1.291219273613533562e-10, 1.269860777622478828e+07, 5.397695034522933565e+04
1.358313446587154174e-10, 1.417706238795563020e+07, 6.339402163592830038e+04
1.428893958511103824e-10, 1.397437373049218021e+07, 6.573622127888072282e+04
1.503141966090024084e-10, 1.517465530314010568e+07, 7.509345424736120913e+04
1.581248039270385857e-10, 1.530297912603973784e+07, 7.966556906341901049e+04
1.663412650370169698e-10, 1.465402020956287719e+07, 8.025340839721732482e+04
1.749846688624654551e-10, 1.477469954237953387e+07, 8.512125250608917850e+04
1.840772001468954491e-10, 1.538990996812325716e+07, 9.327574597828178958e+04
1.936421963946606826e-10, 1.496008126321143657e+07, 9.538511324354558019e+04
2.037042077705718970e-10, 1.513846721465301514e+07, 1.015414296072634461e+05
2.142890601120060623e-10, 1.663119339824096300e+07, 1.173546409757670626e+05
2.254239212152432687e-10, 1.703754462316639721e+07, 1.264736790318791172e+05
2.371373705661655168e-10, 1.613738292851579934e+07, 1.260211349792110705e+05
2.494594726942950709e-10, 1.602364910565850139e+07, 1.316405639091487683e+05
2.624218543384439019e-10, 1.612182678369589336e+07, 1.393354166436367377e+05
2.760577856220344782e-10, 1.646250300224843062e+07, 1.496797617801950255e+05
2.904022654464451017e-10, 1.680882400988306105e+07, 1.607775949906362803e+05
3.054921113215515548e-10, 1.689374089658455551e+07, 1.699949803817841166e+05
3.213660538640321425e-10, 1.799439047457465529e+07, 1.904893173859888921e+05
3.380648362059815113e-10, 1.900098677974949405e+07, 2.116089647387909354e+05
3.556313185689847556e-10, 1.953318453523060679e+07, 2.288530204478115193e+05
3.741105882720528966e-10, 2.045047863395533338e+07, 2.520658985469978652e+05
3.935500754557772142e-10, 2.113037604544306919e+07, 2.739972907079737051e+05
4.139996748197304272e-10, 2.106740098718407750e+07, 2.873954601716245525e+05
4.355118736855688095e-10, 2.250437045456586033e+07, 3.229737762216981500e+05
4.581418867145339649e-10, 2.206930259411753714e+07, 3.332131138808233081e+05
4.819477976251271319e-10, 2.230869232776512206e+07, 3.543581198279230739e+05
5.069907082747033666e-10, 2.288500414690324664e+07, 3.824334528012655792e+05
5.333348954876202279e-10, 2.358622930596970767e+07, 4.146693142169353669e+05
5.610479760324701077e-10, 2.374494762817366421e+07, 4.391926849809706328e+05
5.902010801718442306e-10, 2.479369058738959208e+07, 4.824670509793797974e+05
6.208690342300637909e-10, 2.526003975462594256e+07, 5.171366545111178420e+05
6.531305526474729939e-10, 2.630549078976773843e+07, 5.665846881793210050e+05
6.870684400142317101e-10, 2.688441725650454685e+07, 6.092122510720897699e+05
7.227698036021688210e-10, 2.745405173768385127e+07, 6.545255363892093301e+05
7.603262769401807175e-10, 2.773153538038240001e+07, 6.955829243242748780e+05
7.998342550070276743e-10, 2.888884895163402706e+07, 7.623649596797404811e+05
8.413951416451946904e-10, 2.856810004880966619e+07, 7.931854301113798283e+05
8.851156098308355951e-10, 2.932778276903195307e+07, 8.567151089304363122e+05
9.311078754678309670e-10, 3.000794706477751583e+07, 9.222753729726576712e+05
9.794899854086980821e-10, 3.053901602778676525e+07, 9.875292675199380610e+05
1.030386120441616095e-09, 3.157555677802568302e+07, 1.074286748037382495e+06
1.083926914021204014e-09, 3.217300986714334041e+07, 1.151699037750608055e+06
1.140249787561167319e-09, 3.287220017674018070e+07, 1.238107170976859983e+06
1.199499303149378128e-09, 3.325790787471642345e+07, 1.317986004001526628e+06
1.261827534590670558e-09, 3.428157626760542393e+07, 1.429445272447208408e+06
1.327394457729740273e-09, 3.522532521831816435e+07, 1.545458476250627078e+06
1.396368361055936317e-09, 3.606774856582245231e+07, 1.665029321650685044e+06
1.468926277643866174e-09, 3.643292115038889647e+07, 1.769711885768344393e+06
1.545254439538414134e-09, 3.695361648107874393e+07, 1.888759701662513195e+06
1.625548755750481709e-09, 3.738030273135259002e+07, 2.010386267385780811e+06
1.710015315090286320e-09, 3.833902797417392582e+07, 2.169705393267212436e+06
1.798870915128787322e-09, 3.868887784833472222e+07, 2.303961048818138428e+06
1.892343618644975688e-09, 3.959405730527172983e+07, 2.481161384996734094e+06
1.990673338987188583e-09, 4.022183604132887721e+07, 2.652344463495328091e+06
2.094112455850895670e-09, 4.023140709894157201e+07, 2.791795907448304351e+06
2.202926463053456075e-09, 4.021791316772817075e+07, 2.936947240304177161e+06
2.317394649968475145e-09, 4.074189218946925551e+07, 3.131007683624713682e+06
2.437810818368750009e-09, 4.114377775402325392e+07, 3.327530177921566647e+06
2.564484036517716058e-09, 4.159222727532076836e+07, 3.540086928178977221e+06
2.697739432444920460e-09, 4.161912344704566896e+07, 3.728104366823667660e+06
2.837919028441557893e-09, 4.205472026794938743e+07, 3.964726381073045079e+06
2.985382618917963357e-09, 4.213857936694786698e+07, 4.181115498928077985e+06
3.140508693876216431e-09, 4.266353550626872480e+07, 4.455474020715985447e+06
3.303695410368142213e-09, 4.302173079282794148e+07, 4.728912799846146256e+06
3.475361614432053799e-09, 4.309798117264666408e+07, 4.986305133008423261e+06
3.655947916131246718e-09, 4.327091177990264446e+07, 5.269619122865896672e+06
3.845917820453534961e-09, 4.324346319476655126e+07, 5.543426697421255521e+06
4.045758916974428963e-09, 4.352105090281657875e+07, 5.872810146275912412e+06
4.255984131337434845e-09, 4.339385562210049480e+07, 6.164223406490611844e+06
4.477133041763623226e-09, 4.330857794960784167e+07, 6.476541325661915354e+06
4.709773263969519825e-09, 4.352681635590974241e+07, 6.852697081624479964e+06
4.954501908047895353e-09, 4.324655182037441432e+07, 7.168176340816291980e+06
5.211947111050799924e-09, 4.284705422611433268e+07, 7.477367724870585836e+06
5.482769649208535777e-09, 4.258114597399397939e+07, 7.824103824789181352e+06
5.767664633922509555e-09, 4.202166346249020100e+07, 8.130174207405341789e+06
6.067363295885059185e-09, 4.171600469047328085e+07, 8.498837489406600595e+06
6.382634861905482558e-09, 4.154127855002595484e+07, 8.912279077089011669e+06
6.714288529259509001e-09, 4.116822089887045324e+07, 9.301352495906127617e+06
7.063175542629608811e-09, 4.064477814696079493e+07, 9.671369435467939824e+06
7.430191378967006415e-09, 4.016135747294088453e+07, 1.006505454209007695e+07
7.816278045883292923e-09, 3.919999089690574259e+07, 1.034772363167712092e+07
8.222426499470713005e-09, 3.862388575672879815e+07, 1.073974098232199438e+07
8.649679187756937814e-09, 3.794326370461809635e+07, 1.111426556537491642e+07
9.099132726322508595e-09, 3.735127881526073068e+07, 1.152631516572417691e+07
9.571940712948442686e-09, 3.667219913981349766e+07, 1.192320704317580722e+07
1.006931668851804562e-08, 3.598696684227728844e+07, 1.232838663858853281e+07
1.059253725177287621e-08, 3.502415097383584082e+07, 1.264354573022837192e+07
1.114294533591729230e-08, 3.407674842160627991e+07, 1.296393325932523422e+07
1.172195365548130236e-08, 3.294757975708244741e+07, 1.321047465724504925e+07
1.233104833228909634e-08, 3.190879876761705056e+07, 1.348535511119912378e+07
1.297179270983955861e-08, 3.081574452345767990e+07, 1.372853945098864846e+07
1.364583136588923983e-08, 2.960294224042550847e+07, 1.390372061879184283e+07
1.435489433353654691e-08, 2.850064527388355881e+07, 1.411374271836485714e+07
1.510080154164146180e-08, 2.735803590288468823e+07, 1.428607228416967578e+07
1.588546748597777465e-08, 2.610661695598540455e+07, 1.437706805983285420e+07
1.671090614310706979e-08, 2.484050613352676481e+07, 1.442865180081694201e+07
1.757923613958693077e-08, 2.359681492895673588e+07, 1.445841059047097154e+07
1.849268618978079709e-08, 2.233730734950912371e+07, 1.443971805129222758e+07
1.945360081622663184e-08, 2.104638770647155493e+07, 1.435581184151384793e+07
2.046444636724671542e-08, 1.978815742361602932e+07, 1.424433643810242601e+07
2.152781734724369502e-08, 1.848045487783904746e+07, 1.404117619680158608e+07
2.264644307593057319e-08, 1.711390062436210364e+07, 1.372663608188798279e+07
2.382319469358689039e-08, 1.585058823005051352e+07, 1.342326706727042608e+07
2.506109253032113907e-08, 1.458744307619871199e+07, 1.304567201268184930e+07
2.636331385825381413e-08, 1.334619275980223902e+07, 1.260663489193832874e+07
2.773320104651840969e-08, 1.217597559342296980e+07, 1.215020486906751059e+07
2.917427014001165809e-08, 1.105312541381631978e+07, 1.165440560544109531e+07
3.069021988391154998e-08, 9.987764771578937769e+06, 1.112985235982087068e+07
3.228494121712631338e-08, 8.962192598245901987e+06, 1.055713666077071242e+07
3.396252725904081622e-08, 8.019753322170650586e+06, 9.988546978717984632e+06
3.572728381519288657e-08, 7.146247538368921727e+06, 9.413075369027713314e+06
3.758374042884442742e-08, 6.310917823130274191e+06, 8.793567691555198282e+06
3.953666200681278862e-08, 5.559203354003509507e+06, 8.196255600451426581e+06
4.159106104940218542e-08, 4.870807923092624173e+06, 7.600636247875907458e+06
4.375221051582515913e-08, 4.257719459440530278e+06, 7.033835385751214810e+06
4.602565735813553354e-08, 3.706014381192534696e+06, 6.483556754712548107e+06
4.841723675840988696e-08, 3.215271945927335415e+06, 5.958604796764081344e+06
5.093308710571952695e-08, 2.780268644948916044e+06, 5.459699399188982323e+06
5.357966575133417533e-08, 2.402726083355907816e+06, 5.001274855583135039e+06
5.636376558259543076e-08, 2.072359068498054054e+06, 4.573833805231484585e+06
5.929253245799994260e-08, 1.781904712945730425e+06, 4.171462139634591062e+06
6.237348354824184070e-08, 1.528402982045952696e+06, 3.796513025041227695e+06
6.561452663029043443e-08, 1.309081603330802405e+06, 3.451571826893691905e+06
6.902398038402412175e-08, 1.123027540369196329e+06, 3.144192188456182834e+06
7.261059574351543687e-08, 9.624044728450279217e+05, 2.862302019894066732e+06
7.638357835776907026e-08, 8.228868118883551797e+05, 2.600836993915958796e+06
8.035261221856177783e-08, 7.036353975452265004e+05, 2.364380663140893448e+06
8.452788451602899226e-08, 6.020236184428987326e+05, 2.151626317157920450e+06
8.892011178579481813e-08, 5.145333505678953952e+05, 1.956783525272241095e+06
9.354056741475511679e-08, 4.403383806929627317e+05, 1.782061665384621592e+06
9.840111057611325498e-08, 3.763453383898782195e+05, 1.622181832456207136e+06
1.035142166679343147e-07, 3.221584211947664735e+05, 1.479680662413914222e+06
1.088930093333433319e-07, 2.755749553208959405e+05, 1.349389621078016004e+06
1.145512941445534903e-07, 2.355264822675849719e+05, 1.230141938681361265e+06
1.205035940371795992e-07, 2.012981324255220243e+05, 1.122010845759799704e+06
1.267651865857844781e-07, 1.720440849278530222e+05, 1.023924220200981712e+06
1.333521432163324045e-07, 1.470414394908191462e+05, 9.349154396999940509e+05
1.402813704561957486e-07, 1.256723527379577572e+05, 8.541128811504828045e+05
1.475706533275893077e-07, 1.074087705981672188e+05, 7.807304718043830944e+05
1.552387009958081715e-07, 9.197657861768238945e+04, 7.154380534624569118e+05
1.633051947894334705e-07, 7.860990120675165963e+04, 6.547212430031850236e+05
1.717908387157587761e-07, 6.718576251264954044e+04, 5.995094170535481535e+05
