# Columns: R_MC [pc], P(R_MC) [1/pc], Cross-section weighted P(R_MC) [1/pc]
1.025651926251407861e-11, 2.394976716719193209e+05, 1.219642709476754794e+00
1.078946722229829815e-11, 2.046076215745391964e+05, 1.096112528606514758e+00
1.135010815672316663e-11, 1.748003423770419031e+05, 9.850941143450954174e-01
1.193988104464273125e-11, 1.493341530111955362e+05, 8.853129331430868998e-01
1.256029963694872804e-11, 1.275770638358232391e+05, 7.956326631426634544e-01
1.321295634186573788e-11, 2.304152312993119413e+05, 1.511658332629989054e+00
1.389952631213352601e-11, 3.877973335932666087e+05, 2.676392852672284661e+00
1.462177174456718478e-11, 4.071738018898906885e+05, 2.956157635184957222e+00
1.538154640303035716e-11, 3.478650680247973651e+05, 2.656815777821614599e+00
1.618080037643067682e-11, 2.971922552649487625e+05, 2.387762450293894112e+00
1.702158508394953640e-11, 2.539003943990226835e+05, 2.145952828028922621e+00
1.790605854035294846e-11, 2.169145210523180140e+05, 1.928629260391132805e+00
1.883649089489798225e-11, 1.853147623849033844e+05, 1.733299631741926028e+00
1.981527025805096908e-11, 3.063656780998564791e+05, 3.014445401027517679e+00
2.084490883097288542e-11, 2.617375558820540318e+05, 2.709176068547988425e+00
2.192804935350449494e-11, 2.687172801007182570e+05, 2.925976678375789231e+00
2.306747188720071646e-11, 2.640433199969811249e+05, 3.024508010375229983e+00
2.426610095082419209e-11, 2.255807558675809705e+05, 2.718229451684433862e+00
2.552701302661247069e-11, 1.927187958337480959e+05, 2.442940479410400823e+00
2.685344445658503549e-11, 1.963316325432204758e+05, 2.618087053620330007e+00
2.824879974915704763e-11, 1.677311085259335523e+05, 2.352949870711128710e+00
2.971666031738025020e-11, 2.085511570525066927e+05, 3.077635523861318667e+00
3.126079367123955679e-11, 1.781709156607313780e+05, 2.765968351431832950e+00
3.288516308759833167e-11, 2.119908337476835877e+05, 3.462052038531030718e+00
3.459393778261224212e-11, 1.811103570842448971e+05, 3.111474363640680973e+00
3.639150361272071167e-11, 1.824432416512624186e+05, 3.297292586109520585e+00
3.828247433168220594e-11, 2.388250865374970017e+05, 4.540636823259639243e+00
4.027170343254586841e-11, 3.174776507537149009e+05, 6.349762297904852915e+00
4.236429660495408969e-11, 2.712333051866177702e+05, 5.706833498172911412e+00
4.456562483975033441e-11, 3.170951305245429976e+05, 7.018592746796576520e+00
4.688133821452655254e-11, 3.209145737743437639e+05, 7.472374432994951299e+00
4.931738039549364670e-11, 3.188543861183929257e+05, 7.810354545400504556e+00
5.188000389289609384e-11, 3.052081947558656102e+05, 7.864736696157494933e+00
