# Columns: R orbit [pc], surv_prob, MC radial distrib (dGamma/dR [pc^-1 s^-1])
1.000000000000000000e+02, 3.310521867381237291e-09
1.100000000000000000e+02, 4.025230431358708488e-09
1.200000000000000000e+02, 4.901217758140679246e-09
1.300000000000000000e+02, 5.248184480539253587e-09
1.500000000000000000e+02, 7.942894907083516477e-09
1.600000000000000000e+02, 9.201206023876381728e-09
1.800000000000000000e+02, 1.091729076973260059e-08
2.000000000000000000e+02, 1.339709522933978997e-08
2.200000000000000000e+02, 1.662588339591950349e-08
2.400000000000000000e+02, 1.806941331690841107e-08
2.700000000000000000e+02, 2.127011408091159921e-08
3.000000000000000000e+02, 2.395371765425443551e-08
3.300000000000000000e+02, 2.597861785701107898e-08
3.600000000000000000e+02, 2.849513517288241040e-08
4.000000000000000000e+02, 3.271431109757715744e-08
4.400000000000000000e+02, 3.445410502235227542e-08
4.800000000000000000e+02, 3.725579779990635451e-08
5.300000000000000000e+02, 4.158065441696993709e-08
5.900000000000000000e+02, 4.221696502683409529e-08
6.500000000000000000e+02, 4.421383751770048145e-08
7.100000000000000000e+02, 4.662192578860876180e-08
7.900000000000000000e+02, 5.030525332505329813e-08
8.700000000000000000e+02, 4.907495028252910182e-08
9.600000000000000000e+02, 5.070692130888125469e-08
1.060000000000000000e+03, 4.663615897130100428e-08
1.170000000000000000e+03, 4.572788739464823218e-08
1.300000000000000000e+03, 4.067945512553793846e-08
1.430000000000000000e+03, 3.486108156352518285e-08
1.580000000000000000e+03, 2.753382599657577439e-08
1.750000000000000000e+03, 2.224037581671678415e-08
1.930000000000000000e+03, 1.705305013225624712e-08
2.130000000000000000e+03, 1.361502921061863915e-08
2.350000000000000000e+03, 9.968624713780171502e-09
2.590000000000000000e+03, 6.841214916856248995e-09
2.860000000000000000e+03, 4.973750441400388249e-09
3.160000000000000000e+03, 3.819942022039308590e-09
3.490000000000000000e+03, 2.997402622226293853e-09
3.850000000000000000e+03, 2.622629368774991376e-09
4.250000000000000000e+03, 2.471302468940595439e-09
4.690000000000000000e+03, 2.240551952302531147e-09
5.170000000000000000e+03, 2.058042141234016657e-09
5.710000000000000000e+03, 1.797180992093973038e-09
6.300000000000000000e+03, 1.482635694110690175e-09
6.960000000000000000e+03, 1.179242279984399143e-09
7.680000000000000000e+03, 8.901771809543015963e-10
8.470000000000000000e+03, 6.073054366254007813e-10
9.350000000000000000e+03, 3.761221047813146000e-10
1.032000000000000000e+04, 2.285212920484623915e-10
1.139000000000000000e+04, 1.200876391214485280e-10
1.257000000000000000e+04, 5.676860808237076095e-11
1.387000000000000000e+04, 2.571286653434348372e-11
1.531000000000000000e+04, 9.287639190258710886e-12
1.690000000000000000e+04, 3.065597398063298259e-12
1.865000000000000000e+04, 8.555257054180862584e-13
2.058000000000000000e+04, 2.065668339918135164e-13
2.272000000000000000e+04, 4.052052046260625591e-14
2.507000000000000000e+04, 6.764880740277242260e-15
2.767000000000000000e+04, 8.952188397056712552e-16
3.054000000000000000e+04, 8.879003711150514866e-17
3.370000000000000000e+04, 6.649942838178895749e-18
3.719000000000000000e+04, 3.840234118278954187e-19
4.105000000000000000e+04, 1.630997972073087283e-20
4.530000000000000000e+04, 4.767924658341213694e-22
5.000000000000000000e+04, 9.108079570266856542e-24
