# Columns: R orbit [pc], surv_prob, MC radial distrib (dGamma/dR [pc^-1 s^-1])
5.284770204694519435e+01, 3.074183322006939155e-08
5.903890782763249945e+01, 3.240089575616571076e-08
6.595542478617888094e+01, 4.194521564136900837e-08
7.368222446502095124e+01, 4.439741801936054408e-08
8.231423297953507756e+01, 5.798188851712501618e-08
9.195749721462016169e+01, 6.847746564421333432e-08
1.027304876433610872e+02, 7.926077837531350896e-08
1.147655537733020736e+02, 9.105360675414665524e-08
1.282105501009355635e+02, 9.529248011857434041e-08
1.432306525497589575e+02, 1.144379807336909415e-07
1.600103877074003265e+02, 1.278678891651149232e-07
1.787558997916165993e+02, 1.495518383441154821e-07
1.996974831955403999e+02, 1.682090724650320903e-07
2.230924117252739336e+02, 1.785074908774134802e-07
2.492280992878862378e+02, 1.971134911806080515e-07
2.784256308598396572e+02, 2.166184452138401254e-07
3.110437071148807604e+02, 2.356975693791412866e-07
3.474830511723650943e+02, 2.686611060617211337e-07
3.881913316042777637e+02, 2.903893572224895538e-07
4.336686621816065781e+02, 3.131421751288736396e-07
4.844737459261492631e+02, 3.330941907768997631e-07
5.412307389493225855e+02, 3.561334358801496258e-07
6.046369184023494654e+02, 3.866253063482890765e-07
6.754712487409561845e+02, 4.045783610419785003e-07
7.546039515437796581e+02, 4.576051281593282092e-07
8.430071964526541706e+02, 4.843071707361274607e-07
9.417670445762749978e+02, 5.179734700217171436e-07
1.052096791085630684e+03, 5.384725449410648745e-07
1.175351870919105522e+03, 5.577615993523439113e-07
1.313046510718427498e+03, 5.803729292514812619e-07
1.466872331569631797e+03, 5.738921499911972394e-07
1.638719131089444090e+03, 5.624686588134593496e-07
1.830698100171417309e+03, 5.352535303791763888e-07
2.045167759616708281e+03, 4.965812480208264138e-07
2.284762935288990320e+03, 4.506654889101651608e-07
2.552427127762217424e+03, 3.963009886226152793e-07
2.851448674132330325e+03, 3.510905525283206475e-07
3.185501146251913724e+03, 3.333592059447271234e-07
3.558688481692563983e+03, 3.398493770707942518e-07
3.975595401882746501e+03, 3.836302101867599343e-07
4.441343736823509971e+03, 4.552737069607830365e-07
4.961655348348546795e+03, 5.302912674083329938e-07
5.542922424960239368e+03, 5.867990894059894737e-07
6.192286011835419231e+03, 6.071043669871682341e-07
6.917723740766163246e+03, 5.808497385075437491e-07
7.728147837824985800e+03, 5.025351385970952735e-07
8.633514612808796301e+03, 3.905931797623525189e-07
9.644946775573191189e+03, 2.695847473627365892e-07
1.077487008195092858e+04, 1.627399894950212744e-07
1.203716598799184794e+04, 8.629730540743089746e-08
1.344734218792855427e+04, 3.939439383712739799e-08
1.502272313097934057e+04, 1.484333734397174275e-08
1.678266285754611454e+04, 4.737193940134916912e-09
1.874878276956548143e+04, 1.228300382753314535e-09
2.094523725609495159e+04, 2.588330234421999179e-10
2.339901043742664478e+04, 4.249441102039857788e-11
2.614024767332138435e+04, 5.260409440588596963e-12
2.920262590804389038e+04, 4.876536465562537785e-13
3.262376740200186396e+04, 3.211156689040281944e-14
3.644570193280985404e+04, 1.474407476861801362e-15
4.071538314406054269e+04, 4.513627946840498593e-17
4.548526538530696416e+04, 8.651199375858413131e-19
5.081394812991248909e+04, 1.003452167685343451e-20
5.676689588764085056e+04, 6.365804099317059980e-23
