# Columns: R orbit [pc], surv_prob, MC radial distrib (dGamma/dR [pc^-1 s^-1])
1.000000000000000000e+02, 5.870286736973057238e-05
1.100000000000000000e+02, 6.018687363142333040e-05
1.200000000000000000e+02, 6.182771851526115345e-05
1.300000000000000000e+02, 6.325783060850663779e-05
1.500000000000000000e+02, 6.579540487780203694e-05
1.600000000000000000e+02, 6.665741661202620417e-05
1.800000000000000000e+02, 6.799233420586672544e-05
2.000000000000000000e+02, 6.892107299811686889e-05
2.200000000000000000e+02, 6.956217287425479684e-05
2.400000000000000000e+02, 6.979019708047778600e-05
2.700000000000000000e+02, 7.031587818527335488e-05
3.000000000000000000e+02, 7.061786200210471050e-05
3.300000000000000000e+02, 6.990530125776992616e-05
3.600000000000000000e+02, 6.916305943866735508e-05
4.000000000000000000e+02, 6.787701269614524271e-05
4.400000000000000000e+02, 6.654481688204256454e-05
4.800000000000000000e+02, 6.544463920144583449e-05
5.300000000000000000e+02, 6.327756765104740767e-05
5.900000000000000000e+02, 6.011851532637884856e-05
6.500000000000000000e+02, 5.762909991718316984e-05
7.100000000000000000e+02, 5.534488084310557185e-05
7.900000000000000000e+02, 5.158752714693962414e-05
8.700000000000000000e+02, 4.845584964103815827e-05
9.600000000000000000e+02, 4.409384427979955482e-05
1.060000000000000000e+03, 3.966659843095360436e-05
1.170000000000000000e+03, 3.527663950559707011e-05
1.300000000000000000e+03, 3.042669061493214752e-05
1.430000000000000000e+03, 2.588887471510376183e-05
1.580000000000000000e+03, 2.147541181476209430e-05
1.750000000000000000e+03, 1.750796572506579666e-05
1.930000000000000000e+03, 1.378799584006235953e-05
2.130000000000000000e+03, 1.066051463610653470e-05
2.350000000000000000e+03, 7.865869133018860978e-06
2.590000000000000000e+03, 5.835328012268408042e-06
2.860000000000000000e+03, 4.373513287595676930e-06
3.160000000000000000e+03, 3.393135402024502180e-06
3.490000000000000000e+03, 2.842332411589652483e-06
3.850000000000000000e+03, 2.543209325353686555e-06
4.250000000000000000e+03, 2.426862591413361756e-06
4.690000000000000000e+03, 2.316117151127427853e-06
5.170000000000000000e+03, 2.157803836875843348e-06
5.710000000000000000e+03, 1.953223849628114108e-06
6.300000000000000000e+03, 1.679060341027759991e-06
6.960000000000000000e+03, 1.343827710938133129e-06
7.680000000000000000e+03, 1.005272633628222814e-06
8.470000000000000000e+03, 7.132166847053918514e-07
9.350000000000000000e+03, 4.528383104463178935e-07
1.032000000000000000e+04, 2.722187818824677867e-07
1.139000000000000000e+04, 1.423146061783025936e-07
1.257000000000000000e+04, 6.955088440983754133e-08
1.387000000000000000e+04, 3.021671563898890061e-08
1.531000000000000000e+04, 1.137998795293751055e-08
1.690000000000000000e+04, 3.701571711745822209e-09
1.865000000000000000e+04, 1.054592063157779411e-09
2.058000000000000000e+04, 2.525938372114643440e-10
2.272000000000000000e+04, 5.085780530305461228e-11
2.507000000000000000e+04, 8.281162062824944055e-12
2.767000000000000000e+04, 1.068529099714010156e-12
3.054000000000000000e+04, 1.103226441734359491e-13
3.370000000000000000e+04, 8.574092809853771954e-15
3.719000000000000000e+04, 4.996511635139716646e-16
4.105000000000000000e+04, 2.078346329799797391e-17
4.530000000000000000e+04, 6.068225786924977893e-19
5.000000000000000000e+04, 1.175062376472046159e-20
