# Columns: galactocentric radius [pc], survival probability, Initial AMC density [Msun/pc^3], Surviving AMC density [Msun/pc^3], Surviving AMC density with mass-loss < 90% [Msun/pc^3], Surviving AMC density with R_AMC > R_AS [Msun/pc^3], Surviving AMC density with R_AMC > R_AS *AND* mass-loss < 90% [Msun/pc^3]
1.502272313097934057e+04, 9.752625955783321698e-01, 1.080753389988762885e+07, 1.054018356300522387e+07, 1.014095756121972203e+07, 1.034911445048534224e+05, 1.023801045322409045e+05
1.678266285754611454e+04, 9.797642255745774298e-01, 1.081812394270525873e+07, 1.059921082689441182e+07, 1.029641940676050819e+07, 1.086161775638728286e+05, 1.077248975368993270e+05
1.874878276956548143e+04, 9.838240007276406462e-01, 1.077156586059097014e+07, 1.059732501906787977e+07, 1.036958837061010115e+07, 1.130798460945414990e+05, 1.123631963768054120e+05
2.094523725609495159e+04, 9.870917128008982466e-01, 1.066062984333935939e+07, 1.052301937159821950e+07, 1.035652512539138086e+07, 1.163122764175803750e+05, 1.157286258037369989e+05
2.339901043742664478e+04, 9.896513771506322277e-01, 1.051340520753200911e+07, 1.040460594217668101e+07, 1.028381416119055450e+07, 1.178345081141517003e+05, 1.173975213593335939e+05
2.614024767332138435e+04, 9.918995426381042035e-01, 1.032252834799754433e+07, 1.023891114724762924e+07, 1.015507987161922082e+07, 1.189765893168224138e+05, 1.186417148833067185e+05
2.920262590804389038e+04, 9.935189797448890081e-01, 1.007642603923053853e+07, 1.001112051797115803e+07, 9.954323372044086456e+06, 1.179649423656360159e+05, 1.176892955564345029e+05
3.262376740200186396e+04, 9.950725843118953806e-01, 9.794989633830273524e+06, 9.746725648243715987e+06, 9.707025686012605205e+06, 1.174102665978572040e+05, 1.172046429466206027e+05
3.644570193280985404e+04, 9.962224463144808695e-01, 9.479064849575104192e+06, 9.443257173217317089e+06, 9.415875633435141295e+06, 1.146224922321647318e+05, 1.144808435825856286e+05
4.071538314406054269e+04, 9.970933498223216729e-01, 9.071440060013132170e+06, 9.045072557150896639e+06, 9.027034289226936176e+06, 1.107955404058673012e+05, 1.106867324123794533e+05
4.548526538530696416e+04, 9.976751624379057715e-01, 8.610566536504730582e+06, 8.590548367989752442e+06, 8.578418561965446919e+06, 1.054956895444857073e+05, 1.054307611569053261e+05
5.081394812991248909e+04, 9.981958445596080809e-01, 8.057417115438182838e+06, 8.042880282513857819e+06, 8.034907858073181473e+06, 9.851905638649052707e+04, 9.846836952585165272e+04
5.676689588764085056e+04, 9.985677331605053997e-01, 7.395154550788238645e+06, 7.384562716152206995e+06, 7.379280757682604715e+06, 9.265646032801347610e+04, 9.262141106107685482e+04
