# Columns: R orbit [pc], surv_prob, MC radial distrib (dGamma/dR [pc^-1 s^-1])
5.284770204694519435e+01, 4.462093546005458393e-06
5.903890782763249945e+01, 4.897420372694288027e-06
6.595542478617888094e+01, 5.140242497928705380e-06
7.368222446502095124e+01, 5.570121008193379542e-06
8.231423297953507756e+01, 5.830154121026767523e-06
9.195749721462016169e+01, 6.218464058575793206e-06
1.027304876433610872e+02, 6.477767226429180965e-06
1.147655537733020736e+02, 6.838150813440200695e-06
1.282105501009355635e+02, 7.018566289003320395e-06
1.432306525497589575e+02, 7.173867585981033225e-06
1.600103877074003265e+02, 7.241759221650823744e-06
1.787558997916165993e+02, 7.306975402200928084e-06
1.996974831955403999e+02, 7.217551883050164032e-06
2.230924117252739336e+02, 7.210472186736063526e-06
2.492280992878862378e+02, 7.197135159071043452e-06
2.784256308598396572e+02, 7.073244682512366395e-06
3.110437071148807604e+02, 6.821299349053399806e-06
3.474830511723650943e+02, 6.558751114729848594e-06
3.881913316042777637e+02, 6.281015646401817064e-06
4.336686621816065781e+02, 5.945470036849750459e-06
4.844737459261492631e+02, 5.571175648156035206e-06
5.412307389493225855e+02, 5.170192499569858424e-06
6.046369184023494654e+02, 4.719559640295776932e-06
6.754712487409561845e+02, 4.238604786361952167e-06
7.546039515437796581e+02, 3.778489297438261563e-06
8.430071964526541706e+02, 3.305478992605004267e-06
9.417670445762749978e+02, 2.827413389406441979e-06
1.052096791085630684e+03, 2.357109312978093251e-06
1.175351870919105522e+03, 1.929020406438028042e-06
1.313046510718427498e+03, 1.531511253606123145e-06
1.466872331569631797e+03, 1.179913338229226406e-06
1.638719131089444090e+03, 8.690215338076266827e-07
1.830698100171417309e+03, 6.213353450806543504e-07
2.045167759616708281e+03, 4.297377786021040748e-07
2.284762935288990320e+03, 2.858710163038320792e-07
2.552427127762217424e+03, 1.859332052609075921e-07
2.851448674132330325e+03, 1.225329950302777861e-07
3.185501146251913724e+03, 8.516080902913126238e-08
3.558688481692563983e+03, 6.439588521181433566e-08
3.975595401882746501e+03, 5.326921499189150360e-08
4.441343736823509971e+03, 4.633834641449559147e-08
4.961655348348546795e+03, 4.024588877119077444e-08
5.542922424960239368e+03, 3.380981124789630092e-08
6.192286011835419231e+03, 2.662099808947181888e-08
6.917723740766163246e+03, 1.956693972634607780e-08
7.728147837824985800e+03, 1.319080785240236536e-08
8.633514612808796301e+03, 8.237592467555335866e-09
9.644946775573191189e+03, 4.602126224561987750e-09
1.077487008195092858e+04, 2.341805050439582261e-09
1.203716598799184794e+04, 1.048999700977638256e-09
1.344734218792855427e+04, 4.126275622279327996e-10
1.502272313097934057e+04, 1.384863402461655238e-10
1.678266285754611454e+04, 3.941646720196028311e-11
1.874878276956548143e+04, 9.339905499011443802e-12
2.094523725609495159e+04, 1.800721950594536610e-12
2.339901043742664478e+04, 2.755731042175569351e-13
2.614024767332138435e+04, 3.230882108255253388e-14
2.920262590804389038e+04, 2.869909106254167246e-15
3.262376740200186396e+04, 1.857642811764015735e-16
3.644570193280985404e+04, 8.352001836699335858e-18
4.071538314406054269e+04, 2.503399961344640830e-19
4.548526538530696416e+04, 4.758339852087184277e-21
5.081394812991248909e+04, 5.465138609893678845e-23
5.676689588764085056e+04, 3.542526697712568215e-25
